"state","year","total_pop","sce"
"CO",2071,10512,"SSP5"
"CO",2072,10615,"SSP5"
"CO",2073,10720,"SSP5"
"CO",2074,10825,"SSP5"
"CO",2075,10932,"SSP5"
"CO",2076,11037,"SSP5"
"CO",2077,11143,"SSP5"
"CO",2078,11249,"SSP5"
"CO",2079,11353,"SSP5"
"CO",2080,11457,"SSP5"
"CO",2081,11559,"SSP5"
"CO",2082,11661,"SSP5"
"CO",2083,11763,"SSP5"
"CO",2084,11864,"SSP5"
"CO",2085,11965,"SSP5"
"CO",2086,12066,"SSP5"
"CO",2087,12166,"SSP5"
"CO",2088,12267,"SSP5"
"CO",2089,12366,"SSP5"
"CO",2090,12465,"SSP5"
"CO",2091,12562,"SSP5"
"CO",2092,12659,"SSP5"
"CO",2093,12757,"SSP5"
"CO",2094,12855,"SSP5"
"CO",2095,12954,"SSP5"
"CO",2096,13054,"SSP5"
"CO",2097,13154,"SSP5"
"CO",2098,13254,"SSP5"
"CO",2099,13355,"SSP5"
"CO",2100,13455,"SSP5"
"CT",2020,3557,"SSP5"
"CT",2021,3550,"SSP5"
"CT",2022,3545,"SSP5"
"CT",2023,3542,"SSP5"
"CT",2024,3540,"SSP5"
"CT",2025,3541,"SSP5"
"CT",2026,3543,"SSP5"
"CT",2027,3548,"SSP5"
"CT",2028,3554,"SSP5"
"CT",2029,3562,"SSP5"
"CT",2030,3573,"SSP5"
"CT",2031,3583,"SSP5"
"CT",2032,3594,"SSP5"
"CT",2033,3605,"SSP5"
"CT",2034,3617,"SSP5"
"CT",2035,3629,"SSP5"
"CT",2036,3641,"SSP5"
"CT",2037,3654,"SSP5"
"CT",2038,3667,"SSP5"
"CT",2039,3681,"SSP5"
"CT",2040,3694,"SSP5"
"CT",2041,3709,"SSP5"
"CT",2042,3724,"SSP5"
"CT",2043,3738,"SSP5"
"CT",2044,3753,"SSP5"
"CT",2045,3769,"SSP5"
"CT",2046,3785,"SSP5"
"CT",2047,3801,"SSP5"
"CT",2048,3816,"SSP5"
"CT",2049,3832,"SSP5"
"CT",2050,3848,"SSP5"
"CT",2051,3864,"SSP5"
"CT",2052,3881,"SSP5"
"CT",2053,3899,"SSP5"
"CT",2054,3916,"SSP5"
"CT",2055,3934,"SSP5"
"CT",2056,3951,"SSP5"
"CT",2057,3969,"SSP5"
"CT",2058,3987,"SSP5"
"CT",2059,4006,"SSP5"
"CT",2060,4025,"SSP5"
"CT",2061,4045,"SSP5"
"CT",2062,4065,"SSP5"
"CT",2063,4086,"SSP5"
"CT",2064,4108,"SSP5"
"CT",2065,4130,"SSP5"
"CT",2066,4153,"SSP5"
"CT",2067,4178,"SSP5"
"CT",2068,4203,"SSP5"
"CT",2069,4230,"SSP5"
"CT",2070,4257,"SSP5"
"CT",2071,4283,"SSP5"
"CT",2072,4311,"SSP5"
"CT",2073,4340,"SSP5"
"CT",2074,4369,"SSP5"
"CT",2075,4400,"SSP5"
"CT",2076,4431,"SSP5"
"CT",2077,4462,"SSP5"
"CT",2078,4492,"SSP5"
"CT",2079,4523,"SSP5"
"CT",2080,4553,"SSP5"
"CT",2081,4582,"SSP5"
"CT",2082,4612,"SSP5"
"CT",2083,4642,"SSP5"
"CT",2084,4671,"SSP5"
"CT",2085,4701,"SSP5"
"CT",2086,4730,"SSP5"
"CT",2087,4759,"SSP5"
"CT",2088,4789,"SSP5"
"CT",2089,4818,"SSP5"
"CT",2090,4847,"SSP5"
"CT",2091,4874,"SSP5"
"CT",2092,4902,"SSP5"
"CT",2093,4931,"SSP5"
"CT",2094,4959,"SSP5"
"CT",2095,4989,"SSP5"
"CT",2096,5019,"SSP5"
"CT",2097,5049,"SSP5"
"CT",2098,5080,"SSP5"
"CT",2099,5111,"SSP5"
"CT",2100,5142,"SSP5"
"DC",2020,713,"SSP5"
"DC",2021,718,"SSP5"
"DC",2022,723,"SSP5"
"DC",2023,728,"SSP5"
"DC",2024,732,"SSP5"
"DC",2025,737,"SSP5"
"DC",2026,741,"SSP5"
"DC",2027,746,"SSP5"
"DC",2028,750,"SSP5"
"DC",2029,754,"SSP5"
"DC",2030,758,"SSP5"
"DC",2031,762,"SSP5"
"DC",2032,766,"SSP5"
"DC",2033,769,"SSP5"
"DC",2034,773,"SSP5"
"DC",2035,776,"SSP5"
"DC",2036,780,"SSP5"
"DC",2037,783,"SSP5"
"DC",2038,787,"SSP5"
"DC",2039,790,"SSP5"
"DC",2040,794,"SSP5"
"DC",2041,798,"SSP5"
"DC",2042,803,"SSP5"
"DC",2043,808,"SSP5"
"DC",2044,812,"SSP5"
"DC",2045,817,"SSP5"
"DC",2046,823,"SSP5"
"DC",2047,828,"SSP5"
"DC",2048,834,"SSP5"
"DC",2049,840,"SSP5"
"DC",2050,845,"SSP5"
"DC",2051,851,"SSP5"
"DC",2052,857,"SSP5"
"DC",2053,864,"SSP5"
"DC",2054,870,"SSP5"
"DC",2055,876,"SSP5"
"DC",2056,882,"SSP5"
"DC",2057,888,"SSP5"
"DC",2058,895,"SSP5"
"DC",2059,901,"SSP5"
"DC",2060,908,"SSP5"
"DC",2061,914,"SSP5"
"DC",2062,921,"SSP5"
"DC",2063,928,"SSP5"
"DC",2064,935,"SSP5"
"DC",2065,942,"SSP5"
"DC",2066,949,"SSP5"
"DC",2067,956,"SSP5"
"DC",2068,963,"SSP5"
"DC",2069,971,"SSP5"
"DC",2070,978,"SSP5"
"DC",2071,986,"SSP5"
"DC",2072,993,"SSP5"
"DC",2073,1001,"SSP5"
"DC",2074,1009,"SSP5"
"DC",2075,1016,"SSP5"
"DC",2076,1024,"SSP5"
"DC",2077,1032,"SSP5"
"DC",2078,1039,"SSP5"
"DC",2079,1047,"SSP5"
"DC",2080,1055,"SSP5"
"DC",2081,1062,"SSP5"
"DC",2082,1070,"SSP5"
"DC",2083,1078,"SSP5"
"DC",2084,1085,"SSP5"
"DC",2085,1093,"SSP5"
"DC",2086,1100,"SSP5"
"DC",2087,1108,"SSP5"
"DC",2088,1116,"SSP5"
"DC",2089,1123,"SSP5"
"DC",2090,1131,"SSP5"
"DC",2091,1138,"SSP5"
"DC",2092,1146,"SSP5"
"DC",2093,1154,"SSP5"
"DC",2094,1161,"SSP5"
"DC",2095,1169,"SSP5"
"DC",2096,1177,"SSP5"
"DC",2097,1185,"SSP5"
"DC",2098,1192,"SSP5"
"DC",2099,1200,"SSP5"
"DC",2100,1208,"SSP5"
"DE",2020,987,"SSP5"
"DE",2021,997,"SSP5"
"DE",2022,1008,"SSP5"
"DE",2023,1019,"SSP5"
"DE",2024,1031,"SSP5"
"DE",2025,1043,"SSP5"
"DE",2026,1056,"SSP5"
"DE",2027,1069,"SSP5"
"DE",2028,1083,"SSP5"
"DE",2029,1097,"SSP5"
"DE",2030,1111,"SSP5"
"DE",2031,1126,"SSP5"
"DE",2032,1140,"SSP5"
"DE",2033,1155,"SSP5"
"DE",2034,1169,"SSP5"
"DE",2035,1184,"SSP5"
"DE",2036,1198,"SSP5"
"DE",2037,1212,"SSP5"
"DE",2038,1227,"SSP5"
"DE",2039,1241,"SSP5"
"DE",2040,1254,"SSP5"
"DE",2041,1268,"SSP5"
"DE",2042,1282,"SSP5"
"DE",2043,1296,"SSP5"
"DE",2044,1309,"SSP5"
"DE",2045,1323,"SSP5"
"DE",2046,1337,"SSP5"
"DE",2047,1351,"SSP5"
"DE",2048,1364,"SSP5"
"DE",2049,1377,"SSP5"
"DE",2050,1391,"SSP5"
"DE",2051,1404,"SSP5"
"DE",2052,1417,"SSP5"
"DE",2053,1431,"SSP5"
"DE",2054,1444,"SSP5"
"DE",2055,1458,"SSP5"
"DE",2056,1471,"SSP5"
"DE",2057,1484,"SSP5"
"DE",2058,1498,"SSP5"
"DE",2059,1511,"SSP5"
"DE",2060,1524,"SSP5"
"DE",2061,1537,"SSP5"
"DE",2062,1551,"SSP5"
"DE",2063,1564,"SSP5"
"DE",2064,1578,"SSP5"
"DE",2065,1591,"SSP5"
"DE",2066,1605,"SSP5"
"DE",2067,1619,"SSP5"
"DE",2068,1633,"SSP5"
"DE",2069,1647,"SSP5"
"DE",2070,1661,"SSP5"
"DE",2071,1675,"SSP5"
"DE",2072,1689,"SSP5"
"DE",2073,1704,"SSP5"
"DE",2074,1718,"SSP5"
"DE",2075,1733,"SSP5"
"DE",2076,1747,"SSP5"
"DE",2077,1762,"SSP5"
"DE",2078,1776,"SSP5"
"DE",2079,1790,"SSP5"
"DE",2080,1804,"SSP5"
"DE",2081,1818,"SSP5"
"DE",2082,1832,"SSP5"
"DE",2083,1845,"SSP5"
"DE",2084,1859,"SSP5"
"DE",2085,1872,"SSP5"
"DE",2086,1885,"SSP5"
"DE",2087,1899,"SSP5"
"DE",2088,1912,"SSP5"
"DE",2089,1925,"SSP5"
"DE",2090,1938,"SSP5"
"DE",2091,1951,"SSP5"
"DE",2092,1963,"SSP5"
"DE",2093,1976,"SSP5"
"DE",2094,1989,"SSP5"
"DE",2095,2002,"SSP5"
"DE",2096,2015,"SSP5"
"DE",2097,2029,"SSP5"
"DE",2098,2042,"SSP5"
"DE",2099,2056,"SSP5"
"DE",2100,2069,"SSP5"
"FL",2020,21733,"SSP5"
"FL",2021,21975,"SSP5"
"FL",2022,22218,"SSP5"
"FL",2023,22462,"SSP5"
"FL",2024,22707,"SSP5"
"FL",2025,22953,"SSP5"
"FL",2026,23200,"SSP5"
"FL",2027,23447,"SSP5"
"FL",2028,23696,"SSP5"
"FL",2029,23945,"SSP5"
"FL",2030,24195,"SSP5"
"FL",2031,24449,"SSP5"
"FL",2032,24706,"SSP5"
"FL",2033,24968,"SSP5"
"FL",2034,25232,"SSP5"
"FL",2035,25501,"SSP5"
"FL",2036,25771,"SSP5"
"FL",2037,26040,"SSP5"
"FL",2038,26307,"SSP5"
"FL",2039,26572,"SSP5"
"FL",2040,26836,"SSP5"
"FL",2041,27100,"SSP5"
"FL",2042,27363,"SSP5"
"FL",2043,27625,"SSP5"
"FL",2044,27883,"SSP5"
"FL",2045,28146,"SSP5"
"FL",2046,28412,"SSP5"
"FL",2047,28680,"SSP5"
"FL",2048,28935,"SSP5"
"FL",2049,29192,"SSP5"
"FL",2050,29454,"SSP5"
"FL",2051,29717,"SSP5"
"FL",2052,29982,"SSP5"
"FL",2053,30247,"SSP5"
"FL",2054,30512,"SSP5"
"FL",2055,30779,"SSP5"
"FL",2056,31043,"SSP5"
"FL",2057,31310,"SSP5"
"FL",2058,31578,"SSP5"
"FL",2059,31847,"SSP5"
"FL",2060,32119,"SSP5"
"FL",2061,32390,"SSP5"
"FL",2062,32664,"SSP5"
"FL",2063,32943,"SSP5"
"FL",2064,33225,"SSP5"
"FL",2065,33510,"SSP5"
"FL",2066,33797,"SSP5"
"FL",2067,34096,"SSP5"
"FL",2068,34401,"SSP5"
"FL",2069,34709,"SSP5"
"FL",2070,35020,"SSP5"
"FL",2071,35323,"SSP5"
"FL",2072,35628,"SSP5"
"FL",2073,35941,"SSP5"
"FL",2074,36259,"SSP5"
"FL",2075,36583,"SSP5"
"FL",2076,36902,"SSP5"
"FL",2077,37223,"SSP5"
"FL",2078,37541,"SSP5"
"FL",2079,37853,"SSP5"
"FL",2080,38165,"SSP5"
"FL",2081,38465,"SSP5"
"FL",2082,38766,"SSP5"
"FL",2083,39065,"SSP5"
"FL",2084,39362,"SSP5"
"FL",2085,39660,"SSP5"
"FL",2086,39954,"SSP5"
"FL",2087,40247,"SSP5"
"FL",2088,40539,"SSP5"
"FL",2089,40827,"SSP5"
"FL",2090,41110,"SSP5"
"FL",2091,41387,"SSP5"
"FL",2092,41663,"SSP5"
"FL",2093,41945,"SSP5"
"FL",2094,42229,"SSP5"
"FL",2095,42518,"SSP5"
"FL",2096,42809,"SSP5"
"FL",2097,43106,"SSP5"
"FL",2098,43403,"SSP5"
"FL",2099,43701,"SSP5"
"FL",2100,44000,"SSP5"
"GA",2020,10710,"SSP5"
"GA",2021,10797,"SSP5"
"GA",2022,10890,"SSP5"
"GA",2023,10988,"SSP5"
"GA",2024,11091,"SSP5"
"GA",2025,11200,"SSP5"
"GA",2026,11315,"SSP5"
"GA",2027,11436,"SSP5"
"GA",2028,11563,"SSP5"
"GA",2029,11696,"SSP5"
"GA",2030,11836,"SSP5"
"GA",2031,11977,"SSP5"
"GA",2032,12119,"SSP5"
"GA",2033,12262,"SSP5"
"GA",2034,12406,"SSP5"
"GA",2035,12552,"SSP5"
"GA",2036,12698,"SSP5"
"GA",2037,12844,"SSP5"
"GA",2038,12991,"SSP5"
"GA",2039,13137,"SSP5"
"GA",2040,13283,"SSP5"
"GA",2041,13429,"SSP5"
"GA",2042,13577,"SSP5"
"GA",2043,13724,"SSP5"
"GA",2044,13872,"SSP5"
"GA",2045,14021,"SSP5"
"GA",2046,14172,"SSP5"
"GA",2047,14324,"SSP5"
"GA",2048,14472,"SSP5"
"GA",2049,14621,"SSP5"
"GA",2050,14771,"SSP5"
"GA",2051,14922,"SSP5"
"GA",2052,15075,"SSP5"
"GA",2053,15227,"SSP5"
"GA",2054,15380,"SSP5"
"GA",2055,15534,"SSP5"
"GA",2056,15687,"SSP5"
"GA",2057,15841,"SSP5"
"GA",2058,15996,"SSP5"
"GA",2059,16152,"SSP5"
"GA",2060,16308,"SSP5"
"GA",2061,16465,"SSP5"
"GA",2062,16624,"SSP5"
"GA",2063,16784,"SSP5"
"GA",2064,16945,"SSP5"
"GA",2065,17108,"SSP5"
"GA",2066,17271,"SSP5"
"GA",2067,17440,"SSP5"
"GA",2068,17610,"SSP5"
"GA",2069,17782,"SSP5"
"GA",2070,17954,"SSP5"
"GA",2071,18126,"SSP5"
"GA",2072,18297,"SSP5"
"GA",2073,18472,"SSP5"
"GA",2074,18649,"SSP5"
"GA",2075,18829,"SSP5"
"GA",2076,19007,"SSP5"
"GA",2077,19186,"SSP5"
"GA",2078,19365,"SSP5"
"GA",2079,19543,"SSP5"
"GA",2080,19720,"SSP5"
"GA",2081,19893,"SSP5"
"GA",2082,20067,"SSP5"
"GA",2083,20242,"SSP5"
"GA",2084,20415,"SSP5"
"GA",2085,20590,"SSP5"
"GA",2086,20762,"SSP5"
"GA",2087,20935,"SSP5"
"GA",2088,21107,"SSP5"
"GA",2089,21277,"SSP5"
"GA",2090,21446,"SSP5"
"GA",2091,21612,"SSP5"
"GA",2092,21777,"SSP5"
"GA",2093,21945,"SSP5"
"GA",2094,22113,"SSP5"
"GA",2095,22282,"SSP5"
"GA",2096,22452,"SSP5"
"GA",2097,22624,"SSP5"
"GA",2098,22797,"SSP5"
"GA",2099,22969,"SSP5"
"GA",2100,23141,"SSP5"
"HI",2020,1407,"SSP5"
"HI",2021,1400,"SSP5"
"HI",2022,1396,"SSP5"
"HI",2023,1393,"SSP5"
"HI",2024,1393,"SSP5"
"HI",2025,1395,"SSP5"
"HI",2026,1399,"SSP5"
"HI",2027,1406,"SSP5"
"HI",2028,1414,"SSP5"
"HI",2029,1425,"SSP5"
"HI",2030,1439,"SSP5"
"HI",2031,1452,"SSP5"
"HI",2032,1465,"SSP5"
"HI",2033,1478,"SSP5"
"HI",2034,1492,"SSP5"
"HI",2035,1505,"SSP5"
"HI",2036,1519,"SSP5"
"HI",2037,1533,"SSP5"
"HI",2038,1546,"SSP5"
"HI",2039,1560,"SSP5"
"HI",2040,1574,"SSP5"
"HI",2041,1588,"SSP5"
"HI",2042,1602,"SSP5"
"HI",2043,1616,"SSP5"
"HI",2044,1630,"SSP5"
"HI",2045,1644,"SSP5"
"HI",2046,1659,"SSP5"
"HI",2047,1673,"SSP5"
"HI",2048,1688,"SSP5"
"HI",2049,1702,"SSP5"
"HI",2050,1716,"SSP5"
"HI",2051,1731,"SSP5"
"HI",2052,1745,"SSP5"
"HI",2053,1760,"SSP5"
"HI",2054,1775,"SSP5"
"HI",2055,1789,"SSP5"
"HI",2056,1804,"SSP5"
"HI",2057,1819,"SSP5"
"HI",2058,1834,"SSP5"
"HI",2059,1849,"SSP5"
"HI",2060,1865,"SSP5"
"HI",2061,1880,"SSP5"
"HI",2062,1896,"SSP5"
"HI",2063,1911,"SSP5"
"HI",2064,1927,"SSP5"
"HI",2065,1944,"SSP5"
"HI",2066,1960,"SSP5"
"HI",2067,1977,"SSP5"
"HI",2068,1994,"SSP5"
"HI",2069,2011,"SSP5"
"HI",2070,2028,"SSP5"
"HI",2071,2045,"SSP5"
"HI",2072,2062,"SSP5"
"HI",2073,2080,"SSP5"
"HI",2074,2098,"SSP5"
"HI",2075,2116,"SSP5"
"HI",2076,2133,"SSP5"
"HI",2077,2151,"SSP5"
"HI",2078,2169,"SSP5"
"HI",2079,2186,"SSP5"
"HI",2080,2204,"SSP5"
"HI",2081,2221,"SSP5"
"HI",2082,2238,"SSP5"
"HI",2083,2255,"SSP5"
"HI",2084,2272,"SSP5"
"HI",2085,2289,"SSP5"
"HI",2086,2306,"SSP5"
"HI",2087,2322,"SSP5"
"HI",2088,2339,"SSP5"
"HI",2089,2356,"SSP5"
"HI",2090,2372,"SSP5"
"HI",2091,2388,"SSP5"
"HI",2092,2405,"SSP5"
"HI",2093,2421,"SSP5"
"HI",2094,2438,"SSP5"
"HI",2095,2454,"SSP5"
"HI",2096,2471,"SSP5"
"HI",2097,2488,"SSP5"
"HI",2098,2505,"SSP5"
"HI",2099,2522,"SSP5"
"HI",2100,2540,"SSP5"
"IA",2020,3164,"SSP5"
"IA",2021,3171,"SSP5"
"IA",2022,3181,"SSP5"
"IA",2023,3193,"SSP5"
"IA",2024,3209,"SSP5"
"IA",2025,3227,"SSP5"
"IA",2026,3248,"SSP5"
"IA",2027,3273,"SSP5"
"IA",2028,3301,"SSP5"
"IA",2029,3331,"SSP5"
"IA",2030,3365,"SSP5"
"IA",2031,3400,"SSP5"
"IA",2032,3435,"SSP5"
"IA",2033,3470,"SSP5"
"IA",2034,3506,"SSP5"
"IA",2035,3542,"SSP5"
"IA",2036,3579,"SSP5"
"IA",2037,3616,"SSP5"
"IA",2038,3653,"SSP5"
"IA",2039,3690,"SSP5"
"IA",2040,3727,"SSP5"
"IA",2041,3765,"SSP5"
"IA",2042,3803,"SSP5"
"IA",2043,3842,"SSP5"
"IA",2044,3880,"SSP5"
"IA",2045,3920,"SSP5"
"IA",2046,3960,"SSP5"
"IA",2047,4000,"SSP5"
"IA",2048,4040,"SSP5"
"IA",2049,4079,"SSP5"
"IA",2050,4119,"SSP5"
"IA",2051,4160,"SSP5"
"IA",2052,4200,"SSP5"
"IA",2053,4241,"SSP5"
"IA",2054,4282,"SSP5"
"IA",2055,4324,"SSP5"
"IA",2056,4365,"SSP5"
"IA",2057,4408,"SSP5"
"IA",2058,4451,"SSP5"
"IA",2059,4494,"SSP5"
"IA",2060,4538,"SSP5"
"IA",2061,4582,"SSP5"
"IA",2062,4626,"SSP5"
"IA",2063,4672,"SSP5"
"IA",2064,4718,"SSP5"
"IA",2065,4765,"SSP5"
"IA",2066,4813,"SSP5"
"IA",2067,4861,"SSP5"
"IA",2068,4911,"SSP5"
"IA",2069,4961,"SSP5"
"IA",2070,5011,"SSP5"
"IA",2071,5061,"SSP5"
"IA",2072,5111,"SSP5"
"IA",2073,5162,"SSP5"
"IA",2074,5213,"SSP5"
"IA",2075,5265,"SSP5"
"IA",2076,5316,"SSP5"
"IA",2077,5368,"SSP5"
"IA",2078,5420,"SSP5"
"IA",2079,5471,"SSP5"
"IA",2080,5522,"SSP5"
"IA",2081,5571,"SSP5"
"IA",2082,5621,"SSP5"
"IA",2083,5672,"SSP5"
"IA",2084,5722,"SSP5"
"IA",2085,5772,"SSP5"
"IA",2086,5822,"SSP5"
"IA",2087,5872,"SSP5"
"IA",2088,5922,"SSP5"
"IA",2089,5972,"SSP5"
"IA",2090,6021,"SSP5"
"IA",2091,6070,"SSP5"
"IA",2092,6119,"SSP5"
"IA",2093,6168,"SSP5"
"IA",2094,6218,"SSP5"
"IA",2095,6268,"SSP5"
"IA",2096,6318,"SSP5"
"IA",2097,6369,"SSP5"
"IA",2098,6420,"SSP5"
"IA",2099,6471,"SSP5"
"IA",2100,6522,"SSP5"
"ID",2020,1827,"SSP5"
"ID",2021,1865,"SSP5"
"ID",2022,1902,"SSP5"
"ID",2023,1939,"SSP5"
"ID",2024,1975,"SSP5"
"ID",2025,2011,"SSP5"
"ID",2026,2046,"SSP5"
"ID",2027,2081,"SSP5"
"ID",2028,2115,"SSP5"
"ID",2029,2148,"SSP5"
"ID",2030,2180,"SSP5"
"ID",2031,2213,"SSP5"
"ID",2032,2246,"SSP5"
"ID",2033,2279,"SSP5"
"ID",2034,2312,"SSP5"
"ID",2035,2346,"SSP5"
"ID",2036,2380,"SSP5"
"ID",2037,2414,"SSP5"
"ID",2038,2448,"SSP5"
"ID",2039,2482,"SSP5"
"ID",2040,2516,"SSP5"
"ID",2041,2550,"SSP5"
"ID",2042,2584,"SSP5"
"ID",2043,2618,"SSP5"
"ID",2044,2652,"SSP5"
"ID",2045,2687,"SSP5"
"ID",2046,2721,"SSP5"
"ID",2047,2756,"SSP5"
"ID",2048,2790,"SSP5"
"ID",2049,2824,"SSP5"
"ID",2050,2858,"SSP5"
"ID",2051,2892,"SSP5"
"ID",2052,2927,"SSP5"
"ID",2053,2961,"SSP5"
"ID",2054,2995,"SSP5"
"ID",2055,3030,"SSP5"
"ID",2056,3064,"SSP5"
"ID",2057,3099,"SSP5"
"ID",2058,3133,"SSP5"
"ID",2059,3168,"SSP5"
"ID",2060,3203,"SSP5"
"ID",2061,3238,"SSP5"
"ID",2062,3273,"SSP5"
"ID",2063,3309,"SSP5"
"ID",2064,3345,"SSP5"
"ID",2065,3381,"SSP5"
"ID",2066,3417,"SSP5"
"ID",2067,3454,"SSP5"
"ID",2068,3492,"SSP5"
"ID",2069,3529,"SSP5"
"ID",2070,3567,"SSP5"
"ID",2071,3604,"SSP5"
"ID",2072,3641,"SSP5"
"ID",2073,3678,"SSP5"
"ID",2074,3716,"SSP5"
"ID",2075,3754,"SSP5"
"ID",2076,3792,"SSP5"
"ID",2077,3830,"SSP5"
"ID",2078,3867,"SSP5"
"ID",2079,3904,"SSP5"
"ID",2080,3941,"SSP5"
"ID",2081,3977,"SSP5"
"ID",2082,4013,"SSP5"
"ID",2083,4049,"SSP5"
"ID",2084,4084,"SSP5"
"ID",2085,4120,"SSP5"
"ID",2086,4156,"SSP5"
"ID",2087,4191,"SSP5"
"ID",2088,4226,"SSP5"
"ID",2089,4262,"SSP5"
"ID",2090,4296,"SSP5"
"ID",2091,4330,"SSP5"
"ID",2092,4365,"SSP5"
"ID",2093,4399,"SSP5"
"ID",2094,4433,"SSP5"
"ID",2095,4468,"SSP5"
"ID",2096,4503,"SSP5"
"ID",2097,4538,"SSP5"
"ID",2098,4574,"SSP5"
"ID",2099,4609,"SSP5"
"ID",2100,4644,"SSP5"
"IL",2020,12588,"SSP5"
"IL",2021,12521,"SSP5"
"IL",2022,12465,"SSP5"
"IL",2023,12421,"SSP5"
"IL",2024,12388,"SSP5"
"IL",2025,12366,"SSP5"
"IL",2026,12355,"SSP5"
"IL",2027,12356,"SSP5"
"IL",2028,12367,"SSP5"
"IL",2029,12389,"SSP5"
"IL",2030,12423,"SSP5"
"IL",2031,12457,"SSP5"
"IL",2032,12492,"SSP5"
"IL",2033,12529,"SSP5"
"IL",2034,12567,"SSP5"
"IL",2035,12607,"SSP5"
"IL",2036,12648,"SSP5"
"IL",2037,12690,"SSP5"
"IL",2038,12734,"SSP5"
"IL",2039,12779,"SSP5"
"IL",2040,12826,"SSP5"
"IL",2041,12875,"SSP5"
"IL",2042,12925,"SSP5"
"IL",2043,12977,"SSP5"
"IL",2044,13030,"SSP5"
"IL",2045,13086,"SSP5"
"IL",2046,13144,"SSP5"
"IL",2047,13206,"SSP5"
"IL",2048,13263,"SSP5"
"IL",2049,13323,"SSP5"
"IL",2050,13385,"SSP5"
"IL",2051,13449,"SSP5"
"IL",2052,13515,"SSP5"
"IL",2053,13582,"SSP5"
"IL",2054,13650,"SSP5"
"IL",2055,13720,"SSP5"
"IL",2056,13790,"SSP5"
"IL",2057,13863,"SSP5"
"IL",2058,13937,"SSP5"
"IL",2059,14013,"SSP5"
"IL",2060,14091,"SSP5"
"IL",2061,14170,"SSP5"
"IL",2062,14252,"SSP5"
"IL",2063,14337,"SSP5"
"IL",2064,14424,"SSP5"
"IL",2065,14514,"SSP5"
"IL",2066,14606,"SSP5"
"IL",2067,14703,"SSP5"
"IL",2068,14803,"SSP5"
"IL",2069,14905,"SSP5"
"IL",2070,15009,"SSP5"
"IL",2071,15112,"SSP5"
"IL",2072,15217,"SSP5"
"IL",2073,15325,"SSP5"
"IL",2074,15436,"SSP5"
"IL",2075,15549,"SSP5"
"IL",2076,15662,"SSP5"
"IL",2077,15776,"SSP5"
"IL",2078,15890,"SSP5"
"IL",2079,16004,"SSP5"
"IL",2080,16118,"SSP5"
"IL",2081,16229,"SSP5"
"IL",2082,16341,"SSP5"
"IL",2083,16454,"SSP5"
"IL",2084,16567,"SSP5"
"IL",2085,16681,"SSP5"
"IL",2086,16794,"SSP5"
"IL",2087,16908,"SSP5"
"IL",2088,17023,"SSP5"
"IL",2089,17138,"SSP5"
"IL",2090,17252,"SSP5"
"IL",2091,17364,"SSP5"
"IL",2092,17476,"SSP5"
"IL",2093,17589,"SSP5"
"IL",2094,17704,"SSP5"
"IL",2095,17820,"SSP5"
"IL",2096,17938,"SSP5"
"IL",2097,18057,"SSP5"
"IL",2098,18177,"SSP5"
"IL",2099,18298,"SSP5"
"IL",2100,18419,"SSP5"
"IN",2020,6755,"SSP5"
"IN",2021,6782,"SSP5"
"IN",2022,6813,"SSP5"
"IN",2023,6846,"SSP5"
"IN",2024,6884,"SSP5"
"IN",2025,6924,"SSP5"
"IN",2026,6968,"SSP5"
"IN",2027,7015,"SSP5"
"IN",2028,7066,"SSP5"
"IN",2029,7121,"SSP5"
"IN",2030,7179,"SSP5"
"IN",2031,7238,"SSP5"
"IN",2032,7298,"SSP5"
"IN",2033,7358,"SSP5"
"IN",2034,7418,"SSP5"
"IN",2035,7479,"SSP5"
"IN",2036,7540,"SSP5"
"IN",2037,7601,"SSP5"
"IN",2038,7663,"SSP5"
"IN",2039,7725,"SSP5"
"IN",2040,7788,"SSP5"
"IN",2041,7851,"SSP5"
"IN",2042,7916,"SSP5"
"IN",2043,7980,"SSP5"
"IN",2044,8045,"SSP5"
"IN",2045,8111,"SSP5"
"IN",2046,8179,"SSP5"
"IN",2047,8247,"SSP5"
"IN",2048,8313,"SSP5"
"IN",2049,8379,"SSP5"
"IN",2050,8446,"SSP5"
"IN",2051,8514,"SSP5"
"IN",2052,8583,"SSP5"
"IN",2053,8652,"SSP5"
"IN",2054,8721,"SSP5"
"IN",2055,8790,"SSP5"
"IN",2056,8860,"SSP5"
"IN",2057,8930,"SSP5"
"IN",2058,9001,"SSP5"
"IN",2059,9073,"SSP5"
"IN",2060,9145,"SSP5"
"IN",2061,9218,"SSP5"
"IN",2062,9293,"SSP5"
"IN",2063,9369,"SSP5"
"IN",2064,9446,"SSP5"
"IN",2065,9524,"SSP5"
"IN",2066,9602,"SSP5"
"IN",2067,9684,"SSP5"
"IN",2068,9767,"SSP5"
"IN",2069,9851,"SSP5"
"IN",2070,9936,"SSP5"
"IN",2071,10020,"SSP5"
"IN",2072,10105,"SSP5"
"IN",2073,10191,"SSP5"
"IN",2074,10278,"SSP5"
"IN",2075,10367,"SSP5"
"IN",2076,10455,"SSP5"
"IN",2077,10544,"SSP5"
"IN",2078,10632,"SSP5"
"IN",2079,10720,"SSP5"
"IN",2080,10808,"SSP5"
"IN",2081,10894,"SSP5"
"IN",2082,10980,"SSP5"
"IN",2083,11067,"SSP5"
"IN",2084,11153,"SSP5"
"IN",2085,11240,"SSP5"
